Transaction ID,Date,Product Category,Quantity,Price per Unit,Total Amount,Customer ID,Gender,Age,City,Province,Country,Season,is_discount,Customer Type,Total Spend,Product ID
24,2023-01-11,Clothing,3,30,90,CUST027,Female,38,Kitchener,Ontario,Canada,Winter,False,New,4250,7
25,2023-01-11,Beauty,4,25,100,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,False,Returning,11785,1
26,2023-01-11,Beauty,3,30,90,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,False,New,6665,2
27,2023-01-13,Clothing,4,300,1200,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Winter,False,Returning,16805,9
28,2023-01-13,Electronics,4,25,100,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Winter,False,New,9680,11
29,2023-01-13,Electronics,1,30,30,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,New,16090,12
30,2023-01-13,Electronics,2,300,600,CUST021,Female,50,Burnaby,British Columbia,Canada,Winter,True,Returning,8475,14
31,2023-01-14,Beauty,3,300,900,CUST001,Male,34,Kitchener,Ontario,Canada,Winter,False,Returning,14430,4
32,2023-01-14,Beauty,3,25,75,CUST013,Male,22,Montreal,Quebec,Canada,Winter,False,New,5740,1
33,2023-01-14,Beauty,3,25,75,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Winter,True,New,21825,1
34,2023-01-14,Beauty,1,500,500,CUST044,Female,22,Gatineau,Quebec,Canada,Winter,False,Returning,8150,5
35,2023-01-15,Clothing,1,500,500,CUST010,Female,52,Sydney,Nova Scotia,Canada,Winter,False,New,7205,10
36,2023-01-15,Electronics,4,25,100,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,True,Returning,10485,11
37,2023-01-15,Beauty,2,30,60,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Winter,False,Returning,16805,2
38,2023-01-16,Beauty,4,500,2000,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,New,7675,5
39,2023-01-16,Electronics,4,500,2000,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,True,New,20180,15
40,2023-01-17,Beauty,1,500,500,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,False,Returning,20180,5
41,2023-01-17,Clothing,2,500,1000,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,Returning,16090,10
42,2023-01-17,Clothing,1,25,25,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,New,10365,6
43,2023-01-17,Clothing,4,30,120,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,False,Returning,6665,7
44,2023-01-19,Clothing,1,30,30,CUST029,Female,42,Brandon,Manitoba,Canada,Winter,False,New,9630,7
45,2023-01-20,Clothing,3,25,75,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,Returning,7675,6
46,2023-01-20,Beauty,1,50,50,CUST009,Male,63,Burnaby,British Columbia,Canada,Winter,True,Returning,5060,3
47,2023-01-21,Beauty,2,30,60,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,True,Returning,10485,2
48,2023-01-21,Electronics,4,500,2000,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,True,Returning,6665,15
49,2023-01-21,Beauty,1,30,30,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,True,Returning,6045,2
50,2023-01-22,Electronics,1,25,25,CUST027,Female,38,Kitchener,Ontario,Canada,Winter,False,Returning,4250,11
51,2023-01-22,Electronics,1,300,300,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,Returning,16090,14
52,2023-01-23,Electronics,2,500,1000,CUST030,Female,39,Lethbridge,Alberta,Canada,Winter,True,New,12185,15
53,2023-01-23,Clothing,4,500,2000,CUST027,Female,38,Kitchener,Ontario,Canada,Winter,False,Returning,4250,10
54,2023-01-23,Electronics,4,30,120,CUST023,Female,35,Victoria,British Columbia,Canada,Winter,True,New,11590,12
55,2023-01-24,Clothing,4,25,100,CUST042,Male,22,Surrey,British Columbia,Canada,Winter,True,New,4220,6
56,2023-01-24,Beauty,4,500,2000,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,False,Returning,20180,5
57,2023-01-24,Beauty,3,50,150,CUST031,Male,44,Burnaby,British Columbia,Canada,Winter,False,Returning,6385,3
58,2023-01-25,Electronics,1,50,50,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Winter,False,New,9205,13
59,2023-01-26,Clothing,4,30,120,CUST017,Female,27,Laval,Quebec,Canada,Winter,True,New,9755,7
60,2023-01-26,Beauty,3,500,1500,CUST050,Female,27,Winnipeg,Manitoba,Canada,Winter,True,New,10320,5
61,2023-01-26,Beauty,1,50,50,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,False,Returning,6045,3
62,2023-01-26,Beauty,3,300,900,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,True,Returning,11785,4
63,2023-01-27,Beauty,3,25,75,CUST045,Female,55,Montreal,Quebec,Canada,Winter,False,Returning,10525,1
64,2023-01-27,Clothing,4,25,100,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,False,New,5225,6
65,2023-01-27,Clothing,2,30,60,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,True,Returning,6045,7
66,2023-01-28,Clothing,3,300,900,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,False,Returning,20180,9
67,2023-01-28,Electronics,1,30,30,CUST012,Male,35,Regina,Saskatchewan,Canada,Winter,False,New,6685,12
68,2023-01-28,Electronics,3,30,90,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Winter,False,New,5375,12
69,2023-01-29,Clothing,2,300,600,CUST039,Male,23,Kitchener,Ontario,Canada,Winter,False,New,7785,9
70,2023-01-30,Electronics,3,30,90,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Winter,False,New,11275,12
71,2023-01-30,Beauty,1,50,50,CUST024,Female,49,Quebec City,Quebec,Canada,Winter,True,New,5180,3
72,2023-01-30,Electronics,1,500,500,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,False,Returning,11785,15
73,2023-01-30,Electronics,4,25,100,CUST037,Female,18,Moncton,New Brunswick,Canada,Winter,True,New,13210,11
74,2023-01-31,Electronics,2,500,1000,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,True,Returning,6665,15
75,2023-01-31,Electronics,4,50,200,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Winter,True,Returning,9680,13
76,2023-01-31,Clothing,3,300,900,CUST020,Male,22,Laval,Quebec,Canada,Winter,True,Returning,7680,9
77,2023-02-01,Electronics,4,300,1200,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,False,Returning,11785,14
78,2023-02-01,Clothing,3,500,1500,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Winter,True,Returning,9680,10
79,2023-02-01,Clothing,4,500,2000,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Winter,False,Returning,10365,10
80,2023-02-02,Electronics,4,300,1200,CUST020,Male,22,Laval,Quebec,Canada,Winter,True,Returning,7680,14
81,2023-02-02,Electronics,3,50,150,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,Returning,7675,13
82,2023-02-02,Clothing,1,25,25,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,9205,6
83,2023-02-03,Beauty,1,30,30,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,True,Returning,10485,2
84,2023-02-03,Clothing,4,300,1200,CUST017,Female,27,Laval,Quebec,Canada,Winter,True,Returning,9755,9
85,2023-02-04,Beauty,4,30,120,CUST039,Male,23,Kitchener,Ontario,Canada,Winter,True,Returning,7785,2
86,2023-02-04,Beauty,2,500,1000,CUST030,Female,39,Lethbridge,Alberta,Canada,Winter,True,Returning,12185,5
87,2023-02-05,Electronics,4,30,120,CUST029,Female,42,Brandon,Manitoba,Canada,Winter,True,Returning,9630,12
88,2023-02-05,Electronics,4,300,1200,CUST044,Female,22,Gatineau,Quebec,Canada,Winter,False,Returning,8150,14
89,2023-02-05,Beauty,4,50,200,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Winter,False,New,6090,3
90,2023-02-05,Clothing,1,25,25,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,False,Returning,11785,6
91,2023-02-05,Clothing,3,50,150,CUST030,Female,39,Lethbridge,Alberta,Canada,Winter,True,Returning,12185,8
92,2023-02-05,Electronics,2,25,50,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,11275,11
93,2023-02-05,Beauty,1,30,30,CUST005,Male,30,Hamilton,Ontario,Canada,Winter,False,New,8665,2
94,2023-02-05,Clothing,1,30,30,CUST040,Male,45,Quebec City,Quebec,Canada,Winter,False,New,6800,7
95,2023-02-06,Beauty,1,300,300,CUST047,Female,40,Toronto,Ontario,Canada,Winter,False,Returning,14500,4
96,2023-02-06,Electronics,3,50,150,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,True,Returning,5225,13
97,2023-02-06,Beauty,1,25,25,CUST008,Male,30,Halifax,Nova Scotia,Canada,Winter,True,New,8190,1
98,2023-02-06,Clothing,3,50,150,CUST008,Male,30,Halifax,Nova Scotia,Canada,Winter,False,Returning,8190,8
99,2023-02-07,Beauty,3,500,1500,CUST022,Male,18,Gatineau,Quebec,Canada,Winter,True,Returning,11785,5
100,2023-02-07,Clothing,2,50,100,CUST040,Male,45,Quebec City,Quebec,Canada,Winter,False,Returning,6800,8
101,2023-02-07,Beauty,4,50,200,CUST020,Male,22,Laval,Quebec,Canada,Winter,True,Returning,7680,3
102,2023-02-07,Electronics,1,300,300,CUST045,Female,55,Montreal,Quebec,Canada,Winter,True,Returning,10525,14
103,2023-02-08,Clothing,4,50,200,CUST027,Female,38,Kitchener,Ontario,Canada,Winter,False,Returning,4250,8
104,2023-02-08,Electronics,3,25,75,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Winter,True,Returning,16805,11
105,2023-02-08,Electronics,4,25,100,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,True,Returning,6045,11
106,2023-02-08,Electronics,2,25,50,CUST040,Male,45,Quebec City,Quebec,Canada,Winter,True,Returning,6800,11
107,2023-02-09,Clothing,2,300,600,CUST029,Female,42,Brandon,Manitoba,Canada,Winter,False,Returning,9630,9
108,2023-02-10,Electronics,1,300,300,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,21825,14
109,2023-02-10,Beauty,2,50,100,CUST008,Male,30,Halifax,Nova Scotia,Canada,Winter,True,Returning,8190,3
110,2023-02-10,Electronics,3,500,1500,CUST015,Female,42,Thompson,Manitoba,Canada,Winter,False,New,8790,15
111,2023-02-11,Clothing,1,25,25,CUST025,Female,64,Mount Pearl,Newfoundland and Labrador,Canada,Winter,True,Returning,9680,6
112,2023-02-11,Electronics,3,30,90,CUST008,Male,30,Halifax,Nova Scotia,Canada,Winter,True,Returning,8190,12
113,2023-02-11,Clothing,2,500,1000,CUST050,Female,27,Winnipeg,Manitoba,Canada,Winter,True,Returning,10320,10
114,2023-02-11,Beauty,4,25,100,CUST024,Female,49,Quebec City,Quebec,Canada,Winter,True,Returning,5180,1
115,2023-02-11,Electronics,2,500,1000,CUST037,Female,18,Moncton,New Brunswick,Canada,Winter,True,Returning,13210,15
116,2023-02-12,Clothing,1,500,500,CUST031,Male,44,Burnaby,British Columbia,Canada,Winter,True,Returning,6385,10
117,2023-02-13,Beauty,1,25,25,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Winter,False,Returning,6090,1
118,2023-02-13,Beauty,4,500,2000,CUST045,Female,55,Montreal,Quebec,Canada,Winter,False,Returning,10525,5
119,2023-02-13,Beauty,3,500,1500,CUST036,Male,52,Victoria,British Columbia,Canada,Winter,False,New,7135,5
120,2023-02-13,Clothing,3,25,75,CUST018,Female,47,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,Returning,7675,6
121,2023-02-14,Clothing,2,50,100,CUST009,Male,63,Burnaby,British Columbia,Canada,Winter,True,Returning,5060,8
122,2023-02-14,Electronics,1,300,300,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,False,Returning,10485,14
123,2023-02-16,Electronics,3,300,900,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,False,Returning,5225,14
124,2023-02-17,Beauty,4,300,1200,CUST043,Female,48,Mount Pearl,Newfoundland and Labrador,Canada,Winter,True,Returning,4310,4
125,2023-02-17,Clothing,3,30,90,CUST044,Female,22,Gatineau,Quebec,Canada,Winter,False,Returning,8150,7
126,2023-02-17,Clothing,3,500,1500,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,9205,10
127,2023-02-17,Electronics,4,500,2000,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,11275,15
128,2023-02-17,Beauty,4,50,200,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,7650,3
129,2023-02-17,Clothing,3,300,900,CUST042,Male,22,Surrey,British Columbia,Canada,Winter,True,Returning,4220,9
130,2023-02-18,Clothing,2,500,1000,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,7650,10
131,2023-02-19,Clothing,1,25,25,CUST032,Male,30,Moncton,New Brunswick,Canada,Winter,True,New,11190,6
132,2023-02-19,Beauty,4,500,2000,CUST037,Female,18,Moncton,New Brunswick,Canada,Winter,False,Returning,13210,5
133,2023-02-20,Electronics,2,500,1000,CUST037,Female,18,Moncton,New Brunswick,Canada,Winter,True,Returning,13210,15
134,2023-02-20,Electronics,1,30,30,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,False,Returning,20180,12
135,2023-02-20,Clothing,4,25,100,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,True,Returning,10485,6
136,2023-02-21,Clothing,2,30,60,CUST030,Female,39,Lethbridge,Alberta,Canada,Winter,False,Returning,12185,7
137,2023-02-21,Beauty,1,25,25,CUST005,Male,30,Hamilton,Ontario,Canada,Winter,False,Returning,8665,1
138,2023-02-21,Clothing,1,300,300,CUST044,Female,22,Gatineau,Quebec,Canada,Winter,False,Returning,8150,9
139,2023-02-22,Beauty,3,25,75,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,5375,1
140,2023-02-22,Electronics,2,25,50,CUST004,Male,37,Moose Jaw,Saskatchewan,Canada,Winter,True,New,11980,11
141,2023-02-22,Electronics,4,25,100,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,7650,11
142,2023-02-22,Clothing,2,25,50,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,False,Returning,10485,6
143,2023-02-22,Beauty,1,25,25,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,False,Returning,6665,1
144,2023-02-23,Beauty,1,30,30,CUST036,Male,52,Victoria,British Columbia,Canada,Winter,True,Returning,7135,2
145,2023-02-24,Clothing,4,50,200,CUST023,Female,35,Victoria,British Columbia,Canada,Winter,False,Returning,11590,8
146,2023-02-24,Beauty,3,500,1500,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,7650,5
147,2023-02-24,Clothing,4,300,1200,CUST001,Male,34,Kitchener,Ontario,Canada,Winter,False,Returning,14430,9
148,2023-02-24,Clothing,1,300,300,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,False,Returning,6045,9
149,2023-02-25,Beauty,1,50,50,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,9205,3
150,2023-02-25,Beauty,3,500,1500,CUST007,Male,46,Saint John,New Brunswick,Canada,Winter,False,Returning,4910,5
151,2023-02-25,Electronics,3,300,900,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,5375,14
152,2023-02-25,Electronics,2,50,100,CUST042,Male,22,Surrey,British Columbia,Canada,Winter,False,Returning,4220,13
153,2023-02-26,Clothing,2,25,50,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,False,Returning,6045,6
154,2023-02-27,Clothing,1,25,25,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Winter,True,Returning,10365,6
155,2023-02-27,Electronics,2,300,600,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,True,Returning,5225,14
156,2023-02-27,Beauty,4,50,200,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,True,Returning,20180,3
157,2023-02-27,Clothing,2,500,1000,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,Returning,16090,10
158,2023-02-28,Electronics,4,500,2000,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,True,Returning,20180,15
159,2023-02-28,Clothing,2,25,50,CUST024,Female,49,Quebec City,Quebec,Canada,Winter,False,Returning,5180,6
160,2023-02-28,Clothing,1,30,30,CUST042,Male,22,Surrey,British Columbia,Canada,Winter,False,Returning,4220,7
161,2023-02-28,Beauty,4,25,100,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,5375,1
162,2023-03-01,Beauty,2,30,60,CUST037,Female,18,Moncton,New Brunswick,Canada,Winter,False,Returning,13210,2
163,2023-03-01,Beauty,4,25,100,CUST036,Male,52,Victoria,British Columbia,Canada,Winter,True,Returning,7135,1
164,2023-03-01,Electronics,1,300,300,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,Returning,16090,14
165,2023-03-02,Beauty,1,300,300,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,True,Returning,5225,4
166,2023-03-03,Electronics,4,25,100,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,False,Returning,10485,11
167,2023-03-03,Clothing,4,30,120,CUST041,Male,34,Charlottetown,Prince Edward Island,Canada,Winter,True,Returning,7650,7
168,2023-03-03,Beauty,1,500,500,CUST003,Male,50,Corner Brook,Newfoundland and Labrador,Canada,Winter,False,Returning,10365,5
169,2023-03-03,Electronics,2,25,50,CUST032,Male,30,Moncton,New Brunswick,Canada,Winter,True,Returning,11190,11
170,2023-03-03,Beauty,4,50,200,CUST032,Male,30,Moncton,New Brunswick,Canada,Winter,True,Returning,11190,3
171,2023-03-04,Beauty,2,500,1000,CUST012,Male,35,Regina,Saskatchewan,Canada,Winter,True,Returning,6685,5
172,2023-03-05,Beauty,4,30,120,CUST009,Male,63,Burnaby,British Columbia,Canada,Winter,True,Returning,5060,2
173,2023-03-05,Beauty,1,300,300,CUST039,Male,23,Kitchener,Ontario,Canada,Winter,True,Returning,7785,4
174,2023-03-06,Electronics,4,50,200,CUST011,Male,23,St. John's,Newfoundland and Labrador,Canada,Winter,True,Returning,5225,13
175,2023-03-06,Beauty,3,50,150,CUST036,Male,52,Victoria,British Columbia,Canada,Winter,False,Returning,7135,3
176,2023-03-06,Clothing,4,50,200,CUST035,Female,58,Victoria,British Columbia,Canada,Winter,True,Returning,16090,8
177,2023-03-06,Clothing,3,25,75,CUST024,Female,49,Quebec City,Quebec,Canada,Winter,True,Returning,5180,6
178,2023-03-07,Beauty,3,300,900,CUST048,Male,54,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,9205,4
179,2023-03-07,Clothing,4,500,2000,CUST050,Female,27,Winnipeg,Manitoba,Canada,Winter,True,Returning,10320,10
180,2023-03-07,Electronics,2,25,50,CUST045,Female,55,Montreal,Quebec,Canada,Winter,False,Returning,10525,11
181,2023-03-07,Clothing,3,30,90,CUST050,Female,27,Winnipeg,Manitoba,Canada,Winter,False,Returning,10320,7
182,2023-03-08,Clothing,1,25,25,CUST012,Male,35,Regina,Saskatchewan,Canada,Winter,True,Returning,6685,6
183,2023-03-09,Clothing,4,50,200,CUST016,Male,19,Kitchener,Ontario,Canada,Winter,False,Returning,6045,8
184,2023-03-09,Clothing,3,300,900,CUST017,Female,27,Laval,Quebec,Canada,Winter,False,Returning,9755,9
185,2023-03-09,Clothing,4,25,100,CUST001,Male,34,Kitchener,Ontario,Canada,Winter,True,Returning,14430,6
186,2023-03-10,Clothing,3,50,150,CUST032,Male,30,Moncton,New Brunswick,Canada,Winter,True,Returning,11190,8
187,2023-03-10,Beauty,1,25,25,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,True,Returning,20180,1
188,2023-03-11,Clothing,1,500,500,CUST026,Female,28,Saint John,New Brunswick,Canada,Winter,True,Returning,10485,10
189,2023-03-12,Clothing,1,500,500,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,True,Returning,6665,10
190,2023-03-12,Clothing,1,25,25,CUST002,Female,26,Charlottetown,Prince Edward Island,Canada,Winter,False,Returning,11275,6
191,2023-03-13,Clothing,3,50,150,CUST044,Female,22,Gatineau,Quebec,Canada,Winter,False,Returning,8150,8
192,2023-03-13,Clothing,2,25,50,CUST039,Male,23,Kitchener,Ontario,Canada,Winter,False,Returning,7785,6
193,2023-03-13,Clothing,4,25,100,CUST050,Female,27,Winnipeg,Manitoba,Canada,Winter,True,Returning,10320,6
194,2023-03-15,Electronics,2,500,1000,CUST019,Female,62,Toronto,Ontario,Canada,Winter,False,New,7810,15
195,2023-03-17,Clothing,4,25,100,CUST046,Female,20,Calgary,Alberta,Canada,Winter,True,New,4380,6
196,2023-03-17,Clothing,3,300,900,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Winter,True,Returning,16805,9
197,2023-03-17,Clothing,3,25,75,CUST019,Female,62,Toronto,Ontario,Canada,Winter,False,Returning,7810,6
198,2023-03-18,Clothing,4,30,120,CUST043,Female,48,Mount Pearl,Newfoundland and Labrador,Canada,Winter,True,Returning,4310,7
199,2023-03-18,Clothing,3,500,1500,CUST001,Male,34,Kitchener,Ontario,Canada,Winter,True,Returning,14430,10
200,2023-03-19,Electronics,1,30,30,CUST010,Female,52,Sydney,Nova Scotia,Canada,Winter,False,Returning,7205,12
201,2023-03-19,Clothing,2,25,50,CUST047,Female,40,Toronto,Ontario,Canada,Winter,True,Returning,14500,6
202,2023-03-20,Beauty,3,300,900,CUST034,Female,51,Regina,Saskatchewan,Canada,Winter,False,Returning,6665,4
203,2023-03-20,Clothing,3,50,150,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Winter,True,Returning,6090,8
204,2023-03-20,Electronics,4,25,100,CUST012,Male,35,Regina,Saskatchewan,Canada,Winter,True,Returning,6685,11
205,2023-03-20,Clothing,4,300,1200,CUST005,Male,30,Hamilton,Ontario,Canada,Winter,False,Returning,8665,9
206,2023-03-20,Electronics,2,300,600,CUST033,Female,50,Sydney,Nova Scotia,Canada,Winter,True,Returning,20180,14
207,2023-03-21,Beauty,4,50,200,CUST009,Male,63,Burnaby,British Columbia,Canada,Spring,True,Returning,5060,3
208,2023-03-21,Clothing,4,300,1200,CUST045,Female,55,Montreal,Quebec,Canada,Spring,True,Returning,10525,9
209,2023-03-21,Clothing,2,300,600,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,9
210,2023-03-21,Beauty,3,500,1500,CUST023,Female,35,Victoria,British Columbia,Canada,Spring,True,Returning,11590,5
211,2023-03-22,Clothing,1,50,50,CUST038,Male,38,Summerside,Prince Edward Island,Canada,Spring,False,Returning,6090,8
212,2023-03-22,Beauty,2,50,100,CUST043,Female,48,Mount Pearl,Newfoundland and Labrador,Canada,Spring,False,Returning,4310,3
213,2023-03-22,Clothing,3,50,150,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,True,Returning,8665,8
214,2023-03-22,Beauty,2,500,1000,CUST050,Female,27,Winnipeg,Manitoba,Canada,Spring,False,Returning,10320,5
215,2023-03-22,Beauty,3,30,90,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,2
216,2023-03-23,Clothing,4,50,200,CUST006,Female,45,Charlottetown,Prince Edward Island,Canada,Spring,True,Returning,5375,8
217,2023-03-23,Beauty,3,500,1500,CUST028,Female,43,Charlottetown,Prince Edward Island,Canada,Spring,False,Returning,21825,5
218,2023-03-23,Electronics,2,50,100,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,False,Returning,8665,13
219,2023-03-23,Clothing,3,50,150,CUST049,Female,54,Summerside,Prince Edward Island,Canada,Spring,True,Returning,16805,8
220,2023-03-24,Electronics,3,50,150,CUST033,Female,50,Sydney,Nova Scotia,Canada,Spring,False,Returning,20180,13
221,2023-03-24,Beauty,2,50,100,CUST037,Female,18,Moncton,New Brunswick,Canada,Spring,True,Returning,13210,3
222,2023-03-25,Beauty,2,500,1000,CUST029,Female,42,Brandon,Manitoba,Canada,Spring,False,Returning,9630,5
223,2023-03-25,Electronics,2,50,100,CUST039,Male,23,Kitchener,Ontario,Canada,Spring,False,Returning,7785,13
224,2023-03-25,Clothing,1,25,25,CUST005,Male,30,Hamilton,Ontario,Canada,Spring,True,Returning,8665,6
225,2023-03-25,Electronics,1,500,500,CUST044,Female,22,Gatineau,Quebec,Canada,Spring,True,Returning,8150,15
